X_Temperature,X_Humidity,X_Altitude,X_ClimaticConditions,X_RestTimeFromLastMatch,X_AvgPlayerValue,X_MatchRelevance,X_AvgGoalConcededLastMatches,X_SupportersImpact,X_OpposingSupportersImpact,Y_Dehydration,Y_Hyperthermia,Y_AvgSpeed,Y_AvgTravelledDistance,Y_PressingCapability,Y_PhysicalEndurance,Y_MentalConcentration,Y_EmotionalMotivation
0.3,0.380147456543065,0.0772988505747126,0.397564723230933,1,0.62580333117104,0.47364854384716,0.338074859029462,0.450547991939306,0.321662382898901,2.74249038663054,3.22166889706128,5.06924932084899,2.04113731190328,12.061987616217,7.31306513955258,15.1111050818839,10.5625753184547
0.533333333333333,0.150444881052948,0.900574712643678,0.476143343718074,1,0.0246814701289989,0.498009770051104,0.67111654953098,0.519824783611773,0.697379515945622,5.42515569508258,2.58642919469926,3.93528774786511,-2.71479865685705,5.90199146489132,5.12360960862095,9.31254572393918,10.7154357061597
0.9,0.317123672701382,0.84683908045977,0.451115609622103,0.857142857142857,0.0620424925095289,0.435076967575979,0.0523663190627388,0.658580903924236,0.505602711104206,5.95723003515102,8.64974760210958,-1.08862087012702,-5.73666757745068,7.01462556908455,4.45311899748258,4.3699407947168,6.6798464981278
0.0333333333333333,0.182179467234926,0.395689655172414,0.550693232241643,0.857142857142857,0.129611982278315,0.321297206406633,0.734309066385156,0.481582899153941,0.633847847507105,-0.304480578265494,0.0794324755389352,2.6691577356504,-1.21429728716012,10.5807948515693,3.13795163549318,9.38450061154475,4.84964105498855
0.5,0.868765809283772,0.169252873563218,0.623019337232064,0.571428571428571,0.450614072287436,0.694948193703075,0.499481777820457,0.316332181560677,0.470303859702166,3.60964248702957,5.95386573657874,1.42507314340551,-5.71076746527169,9.99897909543895,0.68382868719078,12.9358154168844,10.9730576122344
0.433333333333333,0.057537072155596,0.430459770114943,0.497661346209978,0.428571428571429,0.672335843922579,0.560203881345126,0.943299937460375,0.647158590225735,0.619754046060558,4.84457310540557,4.67025907269915,4.0416297270404,1.85725110361913,10.6240587640738,3.79785822302522,12.6682000563647,11.818722743012
0.933333333333333,0.220988381683139,0.416091954022988,0.586260745187845,0.142857142857143,0.856110833478116,0.395479896329563,0.289772416367565,0.643940437820927,0.434121758261154,3.68593777862735,8.7117920715575,0.516662516956561,-6.04699956911608,6.53791137267803,0.190772140987508,12.5148698735838,10.3398051644215
0.633333333333333,0.0457071034082031,0.728735632183908,0.455023239356539,0.714285714285714,0.498445424254591,0.395449475659351,0.376560426992884,0.463701220494802,0.63349253342669,7.00753344894624,6.73377696014681,4.4896719873725,-2.72593306586341,7.42953681210941,1.74833721149171,8.94154495272939,9.22646195670693
1,0.314578713396813,0.40632183908046,0.512535594093667,0.857142857142857,0.048784504036128,0.553832595344835,0.113755361650924,0.435662146468892,0.625115053025838,5.86097574296687,9.48165639172316,-1.13531180917312,-4.25611099295167,6.93061312663027,-0.342445326773702,7.78576699933335,7.15341695113532
0.6,0.0426094165273926,0.952011494252874,0.471751128343544,0.285714285714286,0.313832359872792,0.469712769920558,0.964850707268855,0.579557167123133,0.474281302498429,4.6830601853408,4.75782793781784,1.28743375276476,-1.04081110478509,8.22324877661,1.02913565142099,8.07627868654374,9.35090934576825
