Y_Dehydration,Y_Hyperthermia,Y_AvgSpeed,Y_AvgTravelledDistance,Y_PressingCapability,Y_PhysicalEndurance,Y_MentalConcentration,Y_EmotionalMotivation,Z_OppositeTeamDefence
-8.66276892447503,-15.4703433324429,-6.04020119559372,-8.54902312949868,-20.2466775781752,-10.5758814799762,-26.8624709307828,-16.8645949886059,0
-0.181864729963994,6.17990904434937,-11.8617780110897,-0.0516701671789835,-5.54665306637897,-0.00354871870053608,-2.64163331979239,-0.397303074557784,0
4.11704275329816,7.32375044727285,17.2101435820984,7.12612872623995,35.297797404859,4.10860120813714,25.3981155803986,25.3260261137318,1
-3.45601490536643,-1.17698359094804,7.87998935371383,6.5129302703153,7.77199767248527,9.37425379645439,6.38933136443392,3.41155230877368,1
13.7091187121701,19.8518950348976,-17.3244310554178,-20.3550459566651,-10.4180545078389,-21.3908963057117,-4.31411604212201,-5.82275237860303,0
-3.23389317145688,-3.63919264606075,7.47966180364652,4.29361626479883,7.15914649603167,11.8706933237502,4.14800524700501,1.14996789976855,1
-5.68094348498758,1.46594437480019,-3.12731895629918,-6.76878467009341,8.26128357352347,3.78143791565341,19.9663316767586,14.4931501234811,1
6.35698252621327,11.3653098459587,-14.3213698757993,-14.3273575676381,-12.0464953919544,-18.7263393716133,-11.9805913067004,-5.68888491758156,0
4.39776577807531,6.54226706826534,5.85840566647389,16.6023453931086,13.7702792793042,1.98560274560395,24.3709247913471,15.0573442697629,1
2.2258145536967,2.24580314671593,-16.9378159041889,-10.801417588146,-12.1427509077747,-11.7559087547329,-8.11494656081481,-7.01840968096105,0
-2.72999051023073,-2.85357440107457,-2.15675452606062,-2.58249237317821,1.13773386742719,-3.05341001074997,-5.87971548725114,3.42609694202233,1
7.74256908827143,10.3825020529285,-19.9800206841772,-16.822913703517,0.837937306216114,-10.0647901101227,-4.76645235665339,19.4024939544267,0
-7.0565773249462,-2.5169293861818,12.1401838268459,6.77889028079412,18.887982222548,13.0275472759954,24.9735625046759,13.1518320706227,1
7.73683936548693,12.6177787983597,-14.519134249213,-13.4330740927574,-15.6654556073432,-17.1512671233629,-15.0393444974006,-17.4471123292532,0
-0.831811790883241,2.44243403927347,-4.10032148303791,0.660499684957356,7.92302399826455,0.870675611469022,4.46472686494225,11.6458692628031,1
7.24988230901325,16.5994094975825,-16.8278371359989,-7.20889453831339,2.41889131638646,-7.29999875002336,-3.29203961601553,11.9139173409756,0
12.0240439669703,21.590603925055,10.1884200121111,8.60832847891765,30.0866589294001,-0.734549632685881,31.4195959243925,23.4168941808297,1
7.41719216739165,1.37570116597971,-4.33909578952129,4.25020421381269,-6.13235001743864,-13.0760843523524,-9.30306689606423,-2.36760842819202,0
-7.02716502544993,-0.360351201633617,-22.4262802284666,-19.1547903136795,-20.8506809175608,-14.4459397704891,-23.1773758885089,-11.6012898803198,0
-6.15624075829302,-13.8678939057088,20.2351905512889,16.2968225605261,5.05144874415823,15.2409025769026,11.0791271546048,0.958713934476199,1
4.42383676059461,8.7272794639535,-5.82900520004435,-12.7817570687722,-6.21579217289784,-5.26097141896024,-0.184901790204711,-10.6167614996297,0
5.78699281342135,7.43457211165127,-14.0388092203125,-9.90553839592852,-14.3670092424284,-0.845744808469413,-13.0735944558236,-6.02106842820739,0
9.48189538370046,7.49493351535696,0.273044820548508,5.06777020533791,11.7049757439862,3.8782621925143,7.10213268829794,17.0121418592385,1
-6.63565260112462,-13.8098772179047,5.58262077044823,2.3102327983799,-15.6982081839515,0.820287894225525,-22.8750793709008,-19.169356589267,0
-0.831925454982388,7.32017231150084,-6.22173252356378,-7.65046936911752,12.1209410801079,1.55478066359105,22.1562252625812,16.2795109850879,1
6.12472818983303,12.7268539990637,-19.1390258955053,-23.1522267177703,-1.74140462856094,-6.76545456588628,6.88120648065923,10.5211452641026,0
-17.1951032251904,-18.1368857608661,-5.8738725240239,-1.28683710626045,-10.5083163067079,-5.69945775743206,-12.2300354604728,-9.57616475625697,1
-6.10842001684317,-7.37747200999622,-4.41022798726993,-10.4289677852978,-13.1216777979968,1.21424859407302,-3.72173289846092,-9.06172841800312,0
-1.46746235320329,-0.75634738178793,3.63559755849032,12.0464705444755,8.12334590089471,7.80587040378679,-4.6149292723099,6.27082874707839,1
2.44070233717068,3.72723037768221,-1.76329319583167,4.25300834704883,-4.15988849746306,-2.44628426922273,-3.71258914083789,-2.46171402411112,0
1.48731484158104,6.30147849871918,0.219646183182662,-2.63946303646709,5.33136648459856,2.34063687074681,2.3923625876047,-0.730459152571651,0
9.55186866510606,8.54084271726766,1.13128741692843,-0.678552083645925,6.53813709117621,-1.12911059963801,-6.12496421962995,4.28949898482066,0
9.8329037641406,9.69607409771989,-14.1837700740168,-15.8070935514816,-17.2922906292179,-1.93939660969171,-12.9325246465864,-8.56936539473155,0
13.1434486418217,17.6256136648909,4.77848842586671,6.12017017261597,18.7669729580382,3.472980020792,16.1028791425858,15.1690391950041,1
2.86957780158944,-1.74726303788803,19.1288142939056,24.1959206894147,17.0369030863083,26.6085462834878,20.1127154446591,12.3804540266883,1
-3.56130952891004,-5.95320425330011,1.76152934964659,-4.65080348304428,-6.21286059679152,2.81728902749607,-9.57191035340917,-3.96954154579388,0
-3.36918892095425,-8.98271405604656,3.48917782601812,12.187818116572,-7.71426804442645,-1.75505465397881,-18.0158151773365,-10.8041349231771,1
-0.464349476547096,-2.55502010621931,10.7528795732696,-6.60191671042024,5.62150221487893,-0.705661952040014,5.52155922438998,-4.60694421506677,1
8.58302047213797,0.269851434564158,10.2527496920068,12.4571686013553,5.08530950903596,-0.411306720781066,-2.84625493578436,-0.669627840034535,1
-7.37632130877365,-16.3837859273591,31.646289555171,32.5218476714011,14.837839045364,26.4442495265774,14.9062817507216,1.70412336869452,1
-6.613995107444,-6.86571541894592,-16.7383809156711,-17.1937460932528,-19.4232165856219,-13.2887935313121,-19.0673588220801,-14.6190188096706,0
-3.13247785943327,-9.00348095709624,7.54004916336951,-1.88585195246457,6.58339851346604,1.09225798961181,11.2118605978926,8.26838132784066,1
3.30862259001425,12.495570045754,0.545264390572745,-2.89067468338613,8.97668836048423,-3.2646804418857,6.76835720555058,1.21181078960726,0
-3.65855160955762,-5.01040661190583,0.207598414107217,7.19599385664745,1.67867196856832,-1.47292480668439,12.7812382618188,1.81324957207464,1
9.60725910364017,16.6803853127284,-9.18107513610186,3.63642709506693,-4.63764736391665,-2.34127936035315,-0.156979606860689,-3.95115282079515,0
-15.4608442115346,-15.5715920915694,1.21027278676867,-1.39832237789192,-2.34028045631394,10.8047883104375,1.58046498524204,-0.489782183494905,1
-1.80179789373736,4.69358899902637,-10.4393235202436,-7.75177208498861,-2.49505865959151,-7.80613995673777,3.4318225623627,2.81205549508698,0
-0.638070741477226,-2.95033726769723,-5.46054196516341,-11.2121261159541,-18.3111936631657,-20.730398568212,-11.0748835845753,-19.9242054263293,0
-4.01476738110466,1.52434424343874,-12.054215326882,-4.76915595961981,-16.8025332160655,-14.3324201408047,-27.5347211868132,-20.1600472146418,0
2.42222388608146,10.6089690202062,-16.5994902051657,-7.19615572242572,-18.3679981225236,-16.4395766672975,-22.2375836266853,-14.1570411904911,0
-0.831085018293176,2.3278996162124,-6.28158070583309,-4.60858010298393,-1.83648178245349,-4.99116469657499,5.98860194439051,-0.256572579323724,0
-10.207808977116,-24.2599038949796,7.38389408140153,11.6700658922308,-9.48295311990905,1.68825439332252,-10.4277690193023,-4.90680130582619,1
-1.59951263698207,-1.72099754585347,7.50091141400989,17.0870221080667,4.89721521039478,-5.65880655658814,2.33563809159453,3.01730628858593,1
-0.57175470734189,-2.64216045664666,7.29835602090841,-2.50182921183537,-1.01493726068309,6.16392862863324,-8.11608312419192,-6.64435109751257,1
-12.0454208817214,-13.9090108063947,-3.52020047894544,-9.3846426507342,-4.72089107835845,-1.5334922393311,-2.4180404929386,1.24449459752185,1
-0.910533509818182,-4.65241426754224,17.238108980228,9.43287185939278,13.7260120199288,8.14616558135316,4.72974404895454,6.58148563291752,1
-12.5252896267293,-23.4211533038014,4.26430054206361,0.182619099735195,4.12327567554029,3.11242082608117,6.02550725670408,12.4453150903121,1
-13.5224187795684,-14.1059961257524,-5.12744981791106,5.24921338960457,-12.8734868575824,0.657193513065019,-0.99597238862837,-9.50135721565451,1
